drug_id,drug_name,approval_authority
191,Drug_292,FDA
149,Drug_456,EMA
343,Drug_437,EMA
21,Drug_50,FDA
430,Drug_399,EMA
399,Drug_28,EMA
217,Drug_329,EMA
233,Drug_484,EMA
427,Drug_116,FDA
30,Drug_154,FDA
51,Drug_166,FDA
162,Drug_423,FDA
174,Drug_220,EMA
185,Drug_451,FDA
492,Drug_27,FDA
217,Drug_336,EMA
197,Drug_364,FDA
2,Drug_362,FDA
456,Drug_363,EMA
180,Drug_286,FDA
5,Drug_224,FDA
126,Drug_46,EMA
378,Drug_74,FDA
420,Drug_7,FDA
142,Drug_298,EMA
388,Drug_94,EMA
373,Drug_149,FDA
38,Drug_500,EMA
478,Drug_487,EMA
494,Drug_6,FDA
379,Drug_331,FDA
368,Drug_173,FDA
432,Drug_337,EMA
236,Drug_497,EMA
67,Drug_218,FDA
226,Drug_100,EMA
389,Drug_417,EMA
254,Drug_239,EMA
387,Drug_35,FDA
100,Drug_51,FDA
458,Drug_184,FDA
267,Drug_1,EMA
378,Drug_34,EMA
90,Drug_414,EMA
266,Drug_421,EMA
237,Drug_425,FDA
336,Drug_392,EMA
74,Drug_304,EMA
84,Drug_116,FDA
357,Drug_375,FDA
381,Drug_165,EMA
187,Drug_345,FDA
470,Drug_121,FDA
95,Drug_153,FDA
400,Drug_88,EMA
152,Drug_8,FDA
492,Drug_137,FDA
205,Drug_308,FDA
252,Drug_485,EMA
349,Drug_496,FDA
360,Drug_194,EMA
356,Drug_170,EMA
92,Drug_25,FDA
294,Drug_304,EMA
222,Drug_421,EMA
164,Drug_446,EMA
169,Drug_86,FDA
19,Drug_18,FDA
295,Drug_11,EMA
183,Drug_462,EMA
92,Drug_198,FDA
210,Drug_447,FDA
40,Drug_200,FDA
65,Drug_403,FDA
212,Drug_230,EMA
418,Drug_155,EMA
92,Drug_453,FDA
398,Drug_170,EMA
97,Drug_219,FDA
19,Drug_369,EMA
403,Drug_18,EMA
461,Drug_195,EMA
113,Drug_10,FDA
385,Drug_9,FDA
228,Drug_293,FDA
203,Drug_70,EMA
226,Drug_269,EMA
261,Drug_121,FDA
319,Drug_462,EMA
329,Drug_5,FDA
275,Drug_473,EMA
425,Drug_442,FDA
348,Drug_360,FDA
81,Drug_429,EMA
436,Drug_154,EMA
61,Drug_228,EMA
441,Drug_231,FDA
462,Drug_39,EMA
464,Drug_44,EMA
88,Drug_74,FDA
208,Drug_92,EMA
178,Drug_284,EMA
98,Drug_180,EMA
111,Drug_135,EMA
349,Drug_224,FDA
106,Drug_488,EMA
121,Drug_296,FDA
487,Drug_217,FDA
234,Drug_204,EMA
93,Drug_487,EMA
350,Drug_272,EMA
412,Drug_164,FDA
401,Drug_38,EMA
477,Drug_269,FDA
209,Drug_71,EMA
257,Drug_151,FDA
433,Drug_110,FDA
50,Drug_157,EMA
312,Drug_317,FDA
428,Drug_149,EMA
181,Drug_496,FDA
398,Drug_212,FDA
280,Drug_481,FDA
211,Drug_368,FDA
367,Drug_150,FDA
393,Drug_198,FDA
37,Drug_210,EMA
282,Drug_455,EMA
116,Drug_349,FDA
491,Drug_63,EMA
6,Drug_66,EMA
132,Drug_422,FDA
147,Drug_456,FDA
213,Drug_370,EMA
270,Drug_276,FDA
220,Drug_54,EMA
387,Drug_385,FDA
290,Drug_407,FDA
314,Drug_119,EMA
253,Drug_358,EMA
337,Drug_255,EMA
168,Drug_260,FDA
362,Drug_138,FDA
18,Drug_292,EMA
14,Drug_387,EMA
285,Drug_70,FDA
425,Drug_155,FDA
226,Drug_443,FDA
491,Drug_173,FDA
198,Drug_461,FDA
472,Drug_264,EMA
14,Drug_60,EMA
296,Drug_192,FDA
206,Drug_440,EMA
291,Drug_6,EMA
143,Drug_299,EMA
450,Drug_499,EMA
76,Drug_188,EMA
370,Drug_80,FDA
125,Drug_14,FDA
144,Drug_414,FDA
218,Drug_268,EMA
176,Drug_1,FDA
11,Drug_267,FDA
166,Drug_96,EMA
62,Drug_203,FDA
88,Drug_196,EMA
302,Drug_452,FDA
498,Drug_129,EMA
24,Drug_135,EMA
115,Drug_43,FDA
59,Drug_421,FDA
473,Drug_160,EMA
298,Drug_86,FDA
344,Drug_117,EMA
355,Drug_195,FDA
271,Drug_9,EMA
146,Drug_281,FDA
236,Drug_100,FDA
348,Drug_5,FDA
77,Drug_54,FDA
348,Drug_467,FDA
489,Drug_239,FDA
265,Drug_207,EMA
96,Drug_331,EMA
269,Drug_130,FDA
472,Drug_495,EMA
147,Drug_420,FDA
252,Drug_88,FDA
351,Drug_303,EMA
468,Drug_18,EMA
485,Drug_405,FDA
369,Drug_466,EMA
9,Drug_227,EMA
317,Drug_292,EMA
376,Drug_445,FDA
230,Drug_144,FDA
322,Drug_112,EMA
39,Drug_272,EMA
475,Drug_389,EMA
473,Drug_207,EMA
493,Drug_42,FDA
33,Drug_30,FDA
132,Drug_435,FDA
39,Drug_18,EMA
336,Drug_341,EMA
188,Drug_366,FDA
133,Drug_140,FDA
46,Drug_500,FDA
19,Drug_328,FDA
130,Drug_409,EMA
292,Drug_486,EMA
402,Drug_68,FDA
82,Drug_439,FDA
326,Drug_209,FDA
436,Drug_207,FDA
105,Drug_319,EMA
357,Drug_283,EMA
277,Drug_329,EMA
176,Drug_415,FDA
178,Drug_226,FDA
397,Drug_178,EMA
233,Drug_366,FDA
93,Drug_357,FDA
176,Drug_132,FDA
418,Drug_138,EMA
145,Drug_15,EMA
343,Drug_439,EMA
419,Drug_219,FDA
22,Drug_55,EMA
291,Drug_223,EMA
339,Drug_436,EMA
123,Drug_225,EMA
434,Drug_66,FDA
107,Drug_359,EMA
184,Drug_398,FDA
90,Drug_114,EMA
211,Drug_130,FDA
333,Drug_73,FDA
392,Drug_3,FDA
319,Drug_396,FDA
364,Drug_200,EMA
78,Drug_76,EMA
332,Drug_128,FDA
312,Drug_407,FDA
279,Drug_128,EMA
332,Drug_439,EMA
270,Drug_332,FDA
49,Drug_99,EMA
372,Drug_417,EMA
163,Drug_120,EMA
68,Drug_116,FDA
164,Drug_8,FDA
287,Drug_387,FDA
481,Drug_326,EMA
198,Drug_493,FDA
64,Drug_133,FDA
109,Drug_250,EMA
50,Drug_43,EMA
258,Drug_462,FDA
66,Drug_307,EMA
320,Drug_409,FDA
451,Drug_416,FDA
137,Drug_432,EMA
312,Drug_261,FDA
188,Drug_18,EMA
40,Drug_372,FDA
375,Drug_44,FDA
452,Drug_461,EMA
395,Drug_12,EMA
176,Drug_31,EMA
457,Drug_417,EMA
483,Drug_144,FDA
22,Drug_310,EMA
32,Drug_373,FDA
290,Drug_171,FDA
427,Drug_345,EMA
140,Drug_390,FDA
160,Drug_123,EMA
214,Drug_61,FDA
124,Drug_66,FDA
56,Drug_326,FDA
35,Drug_44,FDA
366,Drug_125,FDA
234,Drug_131,FDA
133,Drug_404,EMA
124,Drug_328,FDA
38,Drug_203,FDA
93,Drug_264,EMA
77,Drug_328,EMA
235,Drug_90,EMA
13,Drug_463,EMA
2,Drug_379,EMA
259,Drug_469,FDA
238,Drug_228,EMA
228,Drug_39,EMA
160,Drug_377,EMA
265,Drug_217,EMA
262,Drug_352,EMA
3,Drug_339,EMA
103,Drug_335,EMA
112,Drug_176,EMA
380,Drug_15,FDA
407,Drug_128,EMA
317,Drug_312,EMA
60,Drug_223,FDA
353,Drug_245,EMA
439,Drug_387,FDA
454,Drug_86,FDA
26,Drug_411,EMA
165,Drug_223,EMA
369,Drug_195,EMA
367,Drug_438,EMA
426,Drug_425,FDA
276,Drug_356,EMA
270,Drug_286,EMA
189,Drug_335,FDA
52,Drug_418,EMA
299,Drug_312,EMA
38,Drug_290,FDA
55,Drug_297,FDA
327,Drug_25,EMA
400,Drug_397,FDA
84,Drug_282,FDA
169,Drug_293,EMA
411,Drug_93,EMA
445,Drug_456,FDA
15,Drug_350,FDA
166,Drug_155,FDA
233,Drug_353,FDA
385,Drug_476,FDA
363,Drug_420,FDA
270,Drug_103,FDA
183,Drug_134,EMA
230,Drug_375,FDA
135,Drug_264,FDA
287,Drug_244,EMA
394,Drug_57,EMA
251,Drug_384,EMA
164,Drug_192,FDA
223,Drug_70,EMA
460,Drug_362,EMA
46,Drug_98,FDA
421,Drug_175,EMA
74,Drug_496,EMA
168,Drug_39,EMA
456,Drug_492,EMA
9,Drug_489,EMA
122,Drug_252,EMA
329,Drug_326,FDA
120,Drug_141,FDA
7,Drug_180,EMA
394,Drug_184,FDA
159,Drug_265,FDA
400,Drug_9,FDA
423,Drug_185,FDA
273,Drug_157,FDA
303,Drug_126,FDA
167,Drug_286,FDA
238,Drug_376,EMA
116,Drug_325,EMA
441,Drug_351,EMA
464,Drug_257,FDA
444,Drug_295,EMA
354,Drug_102,FDA
438,Drug_251,FDA
426,Drug_163,EMA
288,Drug_485,FDA
157,Drug_52,FDA
500,Drug_219,FDA
395,Drug_300,EMA
470,Drug_97,FDA
416,Drug_32,EMA
244,Drug_493,EMA
273,Drug_381,EMA
200,Drug_339,FDA
237,Drug_289,FDA
182,Drug_247,EMA
101,Drug_244,EMA
266,Drug_282,EMA
2,Drug_375,FDA
334,Drug_50,EMA
498,Drug_274,EMA
104,Drug_215,FDA
54,Drug_39,FDA
360,Drug_454,FDA
481,Drug_309,EMA
59,Drug_322,FDA
484,Drug_204,EMA
286,Drug_416,FDA
295,Drug_381,FDA
114,Drug_163,FDA
227,Drug_491,EMA
186,Drug_384,EMA
165,Drug_396,EMA
382,Drug_93,FDA
357,Drug_353,FDA
236,Drug_490,FDA
421,Drug_265,FDA
212,Drug_479,FDA
226,Drug_352,EMA
424,Drug_289,EMA
180,Drug_174,EMA
439,Drug_184,FDA
429,Drug_459,FDA
100,Drug_290,FDA
96,Drug_465,EMA
381,Drug_325,FDA
281,Drug_421,FDA
448,Drug_269,FDA
14,Drug_465,FDA
347,Drug_397,EMA
242,Drug_313,FDA
153,Drug_25,EMA
91,Drug_290,EMA
278,Drug_214,FDA
199,Drug_500,EMA
62,Drug_439,EMA
184,Drug_399,EMA
374,Drug_267,FDA
144,Drug_410,EMA
160,Drug_359,EMA
352,Drug_211,FDA
483,Drug_98,FDA
402,Drug_54,EMA
211,Drug_89,EMA
223,Drug_109,EMA
36,Drug_353,FDA
479,Drug_472,FDA
288,Drug_91,FDA
253,Drug_271,EMA
85,Drug_111,EMA
388,Drug_236,EMA
448,Drug_370,EMA
46,Drug_324,EMA
132,Drug_271,EMA
17,Drug_182,EMA
362,Drug_26,FDA
190,Drug_180,EMA
370,Drug_266,EMA
283,Drug_480,FDA
263,Drug_304,EMA
448,Drug_499,FDA
190,Drug_59,FDA
256,Drug_101,FDA
428,Drug_442,FDA
137,Drug_53,EMA
44,Drug_166,FDA
127,Drug_296,FDA
471,Drug_473,EMA
139,Drug_40,EMA
117,Drug_330,FDA
283,Drug_83,EMA
185,Drug_208,FDA
125,Drug_338,EMA
161,Drug_150,FDA
474,Drug_480,FDA
7,Drug_220,EMA
21,Drug_142,FDA
322,Drug_467,FDA
335,Drug_175,FDA
263,Drug_446,EMA
76,Drug_415,FDA
101,Drug_380,FDA
301,Drug_93,FDA
433,Drug_229,FDA
294,Drug_451,EMA
64,Drug_382,FDA
277,Drug_221,EMA
85,Drug_26,FDA
174,Drug_490,EMA
365,Drug_48,FDA
448,Drug_161,FDA
105,Drug_350,EMA
399,Drug_159,EMA
247,Drug_21,FDA
282,Drug_323,EMA
34,Drug_107,FDA
174,Drug_129,EMA
496,Drug_194,FDA
420,Drug_9,EMA
406,Drug_78,EMA
356,Drug_207,FDA
20,Drug_236,EMA
211,Drug_217,EMA
234,Drug_258,EMA
479,Drug_434,EMA
5,Drug_444,EMA
354,Drug_462,FDA
15,Drug_296,FDA
70,Drug_470,EMA
303,Drug_44,EMA
93,Drug_309,FDA
267,Drug_52,FDA
67,Drug_69,FDA
255,Drug_410,EMA
277,Drug_387,FDA
432,Drug_170,FDA
326,Drug_229,EMA
472,Drug_274,FDA
195,Drug_299,FDA
409,Drug_335,EMA
351,Drug_178,EMA
33,Drug_99,FDA
112,Drug_286,FDA
88,Drug_67,EMA
164,Drug_324,FDA
186,Drug_32,EMA
372,Drug_102,EMA
342,Drug_114,EMA
273,Drug_149,EMA
395,Drug_401,EMA
463,Drug_352,FDA
129,Drug_17,FDA
162,Drug_294,FDA
468,Drug_289,EMA
220,Drug_454,FDA
82,Drug_172,EMA
299,Drug_479,EMA
402,Drug_8,EMA
322,Drug_45,EMA
67,Drug_163,FDA
145,Drug_271,EMA
172,Drug_35,EMA
186,Drug_289,FDA
5,Drug_225,FDA
393,Drug_111,FDA
7,Drug_33,FDA
427,Drug_300,FDA
257,Drug_123,FDA
83,Drug_363,EMA
55,Drug_54,FDA
11,Drug_24,EMA
73,Drug_192,FDA
57,Drug_457,FDA
166,Drug_458,EMA
65,Drug_462,FDA
175,Drug_128,FDA
314,Drug_91,FDA
197,Drug_83,EMA
225,Drug_469,EMA
98,Drug_379,EMA
474,Drug_208,EMA
166,Drug_51,EMA
76,Drug_208,FDA
192,Drug_472,FDA
350,Drug_169,EMA
195,Drug_429,FDA
47,Drug_79,EMA
410,Drug_372,FDA
396,Drug_448,FDA
484,Drug_371,FDA
362,Drug_372,FDA
371,Drug_368,EMA
96,Drug_28,FDA
45,Drug_76,EMA
336,Drug_80,FDA
257,Drug_160,FDA
55,Drug_42,EMA
384,Drug_380,EMA
264,Drug_256,FDA
370,Drug_98,EMA
143,Drug_148,EMA
11,Drug_280,EMA
104,Drug_202,EMA
252,Drug_393,EMA
494,Drug_196,EMA
248,Drug_277,EMA
24,Drug_351,EMA
26,Drug_372,FDA
232,Drug_146,FDA
352,Drug_85,EMA
293,Drug_425,FDA
271,Drug_160,EMA
197,Drug_155,FDA
92,Drug_206,EMA
325,Drug_388,EMA
223,Drug_315,FDA
116,Drug_156,EMA
17,Drug_208,EMA
322,Drug_365,FDA
67,Drug_458,FDA
343,Drug_493,EMA
50,Drug_366,FDA
316,Drug_285,EMA
151,Drug_53,EMA
286,Drug_179,EMA
264,Drug_430,FDA
361,Drug_192,EMA
182,Drug_42,EMA
42,Drug_11,FDA
220,Drug_308,EMA
60,Drug_483,FDA
387,Drug_1,FDA
287,Drug_472,FDA
469,Drug_247,EMA
273,Drug_72,EMA
418,Drug_251,FDA
496,Drug_28,EMA
365,Drug_51,EMA
130,Drug_362,FDA
153,Drug_189,EMA
429,Drug_237,EMA
327,Drug_229,FDA
3,Drug_493,EMA
368,Drug_469,FDA
190,Drug_456,EMA
61,Drug_160,EMA
306,Drug_165,EMA
294,Drug_61,EMA
392,Drug_406,EMA
468,Drug_275,FDA
25,Drug_152,FDA
95,Drug_340,FDA
216,Drug_253,FDA
310,Drug_166,FDA
458,Drug_52,EMA
227,Drug_6,FDA
217,Drug_287,FDA
203,Drug_386,FDA
199,Drug_106,EMA
327,Drug_301,FDA
77,Drug_389,FDA
297,Drug_198,FDA
92,Drug_475,FDA
350,Drug_97,EMA
275,Drug_158,FDA
236,Drug_268,EMA
381,Drug_241,FDA
46,Drug_98,FDA
164,Drug_247,EMA
210,Drug_51,EMA
315,Drug_247,EMA
481,Drug_219,FDA
230,Drug_294,FDA
452,Drug_50,EMA
266,Drug_83,FDA
74,Drug_139,FDA
222,Drug_187,FDA
276,Drug_389,FDA
430,Drug_315,FDA
70,Drug_264,FDA
343,Drug_211,FDA
312,Drug_52,FDA
164,Drug_300,FDA
48,Drug_251,FDA
90,Drug_181,FDA
286,Drug_148,EMA
350,Drug_238,EMA
463,Drug_299,EMA
196,Drug_156,FDA
132,Drug_288,FDA
237,Drug_476,FDA
184,Drug_243,FDA
364,Drug_73,EMA
289,Drug_188,FDA
225,Drug_377,FDA
219,Drug_293,FDA
114,Drug_189,FDA
330,Drug_374,FDA
353,Drug_159,EMA
168,Drug_391,FDA
186,Drug_366,FDA
171,Drug_81,FDA
41,Drug_243,FDA
11,Drug_116,FDA
480,Drug_89,FDA
178,Drug_221,FDA
219,Drug_491,EMA
64,Drug_400,EMA
284,Drug_110,FDA
102,Drug_244,EMA
170,Drug_211,FDA
182,Drug_208,FDA
255,Drug_465,EMA
465,Drug_479,EMA
357,Drug_351,FDA
298,Drug_24,FDA
350,Drug_262,FDA
426,Drug_490,FDA
164,Drug_493,FDA
412,Drug_153,EMA
173,Drug_252,FDA
74,Drug_336,FDA
175,Drug_246,EMA
498,Drug_472,EMA
330,Drug_316,EMA
208,Drug_188,EMA
96,Drug_435,EMA
87,Drug_256,FDA
223,Drug_428,EMA
246,Drug_64,EMA
304,Drug_489,EMA
253,Drug_207,EMA
189,Drug_282,EMA
33,Drug_211,FDA
497,Drug_81,FDA
325,Drug_72,FDA
53,Drug_238,FDA
495,Drug_393,FDA
488,Drug_228,FDA
110,Drug_220,FDA
174,Drug_217,EMA
256,Drug_400,EMA
221,Drug_63,FDA
244,Drug_444,FDA
182,Drug_170,EMA
233,Drug_273,FDA
156,Drug_271,EMA
27,Drug_45,FDA
283,Drug_307,FDA
33,Drug_441,EMA
46,Drug_180,EMA
2,Drug_126,FDA
309,Drug_48,EMA
401,Drug_182,FDA
345,Drug_7,FDA
39,Drug_288,FDA
374,Drug_267,EMA
26,Drug_468,EMA
428,Drug_123,EMA
81,Drug_334,FDA
469,Drug_76,FDA
136,Drug_61,EMA
413,Drug_192,EMA
100,Drug_78,EMA
35,Drug_473,FDA
30,Drug_103,FDA
347,Drug_158,EMA
81,Drug_439,FDA
35,Drug_208,EMA
28,Drug_47,FDA
401,Drug_163,EMA
273,Drug_128,FDA
139,Drug_411,FDA
383,Drug_476,FDA
97,Drug_419,EMA
165,Drug_464,FDA
252,Drug_18,FDA
275,Drug_181,EMA
40,Drug_106,FDA
419,Drug_165,EMA
149,Drug_145,EMA
145,Drug_259,FDA
15,Drug_179,EMA
324,Drug_215,FDA
345,Drug_455,FDA
426,Drug_63,FDA
212,Drug_295,EMA
269,Drug_45,EMA
127,Drug_378,EMA
437,Drug_312,EMA
152,Drug_439,FDA
94,Drug_486,EMA
408,Drug_424,FDA
476,Drug_498,EMA
334,Drug_418,FDA
443,Drug_95,FDA
253,Drug_83,EMA
142,Drug_92,EMA
324,Drug_226,FDA
286,Drug_353,FDA
498,Drug_442,FDA
354,Drug_331,EMA
386,Drug_102,FDA
456,Drug_235,FDA
395,Drug_173,FDA
337,Drug_205,FDA
368,Drug_500,FDA
22,Drug_81,EMA
138,Drug_198,FDA
462,Drug_5,FDA
206,Drug_446,FDA
239,Drug_424,FDA
83,Drug_482,EMA
177,Drug_344,EMA
473,Drug_129,FDA
223,Drug_57,EMA
154,Drug_70,FDA
3,Drug_418,FDA
23,Drug_51,FDA
179,Drug_386,FDA
214,Drug_309,EMA
353,Drug_471,FDA
302,Drug_491,FDA
328,Drug_135,EMA
486,Drug_400,EMA
387,Drug_7,EMA
100,Drug_296,FDA
358,Drug_321,FDA
391,Drug_366,FDA
48,Drug_262,FDA
268,Drug_241,EMA
30,Drug_253,FDA
315,Drug_238,EMA
368,Drug_469,FDA
217,Drug_335,EMA
480,Drug_445,FDA
7,Drug_52,FDA
386,Drug_181,FDA
162,Drug_332,EMA
185,Drug_120,EMA
82,Drug_14,EMA
170,Drug_466,FDA
173,Drug_295,FDA
262,Drug_231,EMA
255,Drug_495,FDA
281,Drug_39,EMA
87,Drug_116,EMA
130,Drug_383,EMA
109,Drug_419,EMA
330,Drug_192,FDA
465,Drug_343,FDA
288,Drug_194,EMA
457,Drug_149,FDA
489,Drug_52,FDA
94,Drug_202,EMA
109,Drug_216,EMA
366,Drug_303,EMA
349,Drug_276,FDA
303,Drug_79,EMA
226,Drug_495,EMA
95,Drug_14,FDA
441,Drug_168,EMA
91,Drug_413,EMA
390,Drug_121,EMA
423,Drug_389,EMA
37,Drug_137,EMA
403,Drug_452,EMA
427,Drug_216,EMA
207,Drug_14,EMA
486,Drug_387,EMA
250,Drug_215,FDA
77,Drug_270,EMA
350,Drug_15,FDA
162,Drug_339,FDA
392,Drug_196,FDA
98,Drug_187,EMA
93,Drug_458,FDA
137,Drug_176,EMA
73,Drug_18,EMA
421,Drug_11,EMA
159,Drug_255,FDA
33,Drug_370,FDA
266,Drug_3,EMA
494,Drug_474,FDA
436,Drug_150,EMA
92,Drug_401,FDA
463,Drug_208,FDA
54,Drug_377,FDA
307,Drug_73,FDA
149,Drug_151,FDA
393,Drug_179,FDA
336,Drug_377,FDA
354,Drug_116,EMA
442,Drug_75,EMA
101,Drug_53,EMA
404,Drug_158,EMA
259,Drug_72,FDA
60,Drug_99,EMA
259,Drug_355,FDA
131,Drug_177,FDA
183,Drug_337,EMA
59,Drug_121,EMA
72,Drug_67,FDA
299,Drug_313,FDA
37,Drug_472,EMA
344,Drug_296,EMA
195,Drug_311,EMA
87,Drug_251,EMA
212,Drug_345,EMA
244,Drug_299,FDA
217,Drug_258,FDA
49,Drug_213,FDA
265,Drug_230,EMA
172,Drug_279,EMA
439,Drug_5,FDA
223,Drug_311,FDA
131,Drug_498,FDA
339,Drug_218,EMA
57,Drug_451,EMA
161,Drug_327,EMA
171,Drug_491,EMA
76,Drug_400,FDA
29,Drug_264,EMA
488,Drug_443,FDA
315,Drug_279,EMA
34,Drug_156,EMA
463,Drug_467,FDA
374,Drug_405,EMA
340,Drug_271,FDA
372,Drug_57,EMA
270,Drug_396,FDA
318,Drug_206,EMA
371,Drug_175,EMA
330,Drug_314,FDA
455,Drug_331,EMA
449,Drug_322,FDA
47,Drug_73,EMA
141,Drug_169,EMA
446,Drug_116,EMA
424,Drug_251,FDA
48,Drug_458,EMA
199,Drug_160,EMA
172,Drug_180,EMA
18,Drug_448,EMA
422,Drug_178,FDA
271,Drug_125,EMA
419,Drug_374,FDA
9,Drug_31,FDA
359,Drug_338,EMA
125,Drug_270,FDA
148,Drug_252,FDA
33,Drug_190,EMA
440,Drug_117,EMA
436,Drug_449,EMA
240,Drug_430,EMA
143,Drug_263,EMA
182,Drug_410,EMA
458,Drug_467,FDA
116,Drug_487,FDA
491,Drug_321,EMA
144,Drug_40,FDA
451,Drug_238,EMA
72,Drug_106,EMA
97,Drug_495,EMA
371,Drug_176,EMA
85,Drug_47,FDA
310,Drug_334,FDA
497,Drug_181,EMA
434,Drug_499,FDA
54,Drug_192,FDA
260,Drug_31,FDA
362,Drug_22,FDA
75,Drug_256,EMA
117,Drug_312,FDA
208,Drug_389,EMA
54,Drug_361,FDA
366,Drug_237,EMA
99,Drug_254,EMA
149,Drug_474,EMA
226,Drug_394,FDA
493,Drug_333,EMA
457,Drug_202,FDA
332,Drug_27,FDA
297,Drug_150,EMA
293,Drug_450,EMA
495,Drug_79,EMA
158,Drug_478,FDA
174,Drug_343,FDA
193,Drug_330,EMA
53,Drug_475,FDA
188,Drug_392,EMA
427,Drug_95,FDA
459,Drug_137,FDA
225,Drug_134,EMA
16,Drug_308,EMA
245,Drug_225,FDA
415,Drug_189,EMA
339,Drug_224,EMA
122,Drug_133,EMA
39,Drug_366,FDA
350,Drug_358,FDA
149,Drug_338,FDA
204,Drug_106,EMA
57,Drug_462,EMA
460,Drug_468,FDA
331,Drug_81,FDA
155,Drug_23,FDA
88,Drug_36,EMA
498,Drug_329,EMA
454,Drug_170,EMA
323,Drug_99,EMA
238,Drug_322,FDA
146,Drug_12,FDA
179,Drug_387,FDA
26,Drug_51,FDA
110,Drug_495,EMA
473,Drug_360,FDA
354,Drug_356,EMA
347,Drug_141,FDA
99,Drug_296,EMA
185,Drug_303,EMA
7,Drug_115,EMA
278,Drug_445,FDA
447,Drug_96,FDA
297,Drug_228,FDA
99,Drug_44,FDA
402,Drug_175,FDA
135,Drug_259,FDA
437,Drug_50,EMA
270,Drug_191,EMA
136,Drug_248,FDA
287,Drug_225,FDA
436,Drug_35,FDA
134,Drug_248,FDA
335,Drug_420,FDA
180,Drug_23,FDA
42,Drug_5,EMA
480,Drug_246,EMA
81,Drug_482,EMA
451,Drug_105,EMA
361,Drug_203,FDA
341,Drug_105,EMA
293,Drug_382,EMA
46,Drug_273,FDA
119,Drug_181,EMA
187,Drug_424,EMA
226,Drug_77,FDA
420,Drug_167,FDA
246,Drug_433,EMA
28,Drug_235,FDA
119,Drug_58,FDA
383,Drug_476,FDA
310,Drug_266,FDA
497,Drug_428,EMA
189,Drug_71,EMA
412,Drug_444,EMA
118,Drug_444,EMA
362,Drug_434,EMA
298,Drug_218,FDA
130,Drug_16,FDA
135,Drug_205,EMA
203,Drug_340,FDA
110,Drug_21,EMA
122,Drug_349,EMA
252,Drug_318,EMA
355,Drug_484,FDA
111,Drug_480,FDA
440,Drug_392,EMA
237,Drug_407,FDA
438,Drug_201,FDA
396,Drug_435,EMA
273,Drug_146,EMA
320,Drug_56,FDA
163,Drug_224,FDA
137,Drug_415,EMA
299,Drug_105,EMA
329,Drug_498,EMA
327,Drug_309,EMA
332,Drug_279,FDA
417,Drug_187,EMA
434,Drug_41,EMA
84,Drug_227,EMA
154,Drug_465,EMA
280,Drug_279,FDA
344,Drug_414,FDA
419,Drug_45,EMA
160,Drug_386,EMA
480,Drug_297,EMA
56,Drug_377,FDA
13,Drug_56,FDA
212,Drug_320,EMA
267,Drug_153,EMA
72,Drug_343,FDA
250,Drug_272,EMA
375,Drug_53,EMA
294,Drug_209,EMA
459,Drug_462,EMA
149,Drug_210,EMA
113,Drug_116,EMA
173,Drug_68,FDA
145,Drug_300,FDA
191,Drug_117,EMA
332,Drug_474,FDA
414,Drug_145,EMA
389,Drug_407,FDA
402,Drug_221,FDA
369,Drug_71,FDA
341,Drug_477,FDA
189,Drug_396,FDA
150,Drug_332,FDA
142,Drug_34,EMA
242,Drug_265,FDA
233,Drug_53,FDA
500,Drug_78,EMA
14,Drug_337,FDA
234,Drug_137,FDA
387,Drug_345,FDA
306,Drug_361,EMA
71,Drug_173,FDA
94,Drug_28,FDA
357,Drug_479,EMA
272,Drug_416,EMA
323,Drug_130,EMA
347,Drug_493,EMA
79,Drug_313,FDA
383,Drug_393,EMA
363,Drug_406,FDA
391,Drug_82,FDA
177,Drug_229,EMA
298,Drug_299,EMA
482,Drug_441,FDA
291,Drug_432,EMA
232,Drug_144,FDA
346,Drug_493,EMA
71,Drug_174,EMA
376,Drug_90,EMA
144,Drug_404,EMA
292,Drug_448,EMA
328,Drug_419,FDA
30,Drug_108,FDA
209,Drug_268,FDA
325,Drug_269,EMA
275,Drug_384,FDA
366,Drug_263,FDA
475,Drug_28,FDA
375,Drug_442,FDA
67,Drug_82,EMA
265,Drug_262,EMA
380,Drug_402,FDA
334,Drug_38,EMA
56,Drug_27,EMA
229,Drug_226,EMA
226,Drug_71,FDA
435,Drug_209,FDA
185,Drug_199,EMA
104,Drug_132,EMA
366,Drug_92,EMA
491,Drug_168,FDA
109,Drug_314,EMA
37,Drug_40,FDA
256,Drug_267,EMA
5,Drug_138,EMA
289,Drug_118,FDA
252,Drug_211,EMA
372,Drug_146,FDA
249,Drug_35,EMA
478,Drug_57,EMA
322,Drug_420,EMA
137,Drug_61,EMA
102,Drug_486,FDA
442,Drug_133,EMA
336,Drug_432,FDA
41,Drug_302,EMA
450,Drug_237,FDA
380,Drug_65,FDA
423,Drug_452,FDA
406,Drug_417,FDA
19,Drug_260,EMA
27,Drug_262,EMA
271,Drug_232,FDA
446,Drug_400,FDA
239,Drug_342,EMA
27,Drug_178,EMA
454,Drug_428,EMA
75,Drug_248,FDA
455,Drug_230,EMA
275,Drug_87,FDA
224,Drug_433,EMA
171,Drug_418,FDA
141,Drug_58,EMA
15,Drug_103,FDA
256,Drug_294,FDA
72,Drug_81,EMA
233,Drug_203,FDA
118,Drug_97,EMA
379,Drug_263,EMA
191,Drug_240,FDA
345,Drug_311,EMA
22,Drug_366,EMA
361,Drug_347,FDA
70,Drug_485,EMA
364,Drug_219,FDA
1,Drug_388,EMA
