trial_id,outcome,adverse_effect,cost_usd
14790,Failure,Severe,4039.67
7894,Success,Mild,28271.12
7700,Failure,Mild,9259.89
6848,Ongoing,Mild,43129.59
4642,Ongoing,None,3145.6
4987,Success,Severe,46300.57
11411,Ongoing,Severe,16870.47
2998,Failure,Severe,35565.51
6978,Ongoing,Severe,22700.36
5168,Failure,Mild,49365.7
14886,Failure,None,25511.12
11823,Failure,None,41938.94
10889,Ongoing,None,12662.1
14311,Success,Severe,47148.97
14831,Ongoing,None,20637.68
8695,Failure,Mild,6160.45
1480,Ongoing,Mild,26795.5
1878,Success,None,31118.51
209,Success,Mild,15283.89
7185,Ongoing,Mild,35923.23
8840,Ongoing,Severe,29732.44
8290,Success,None,49109.94
6277,Ongoing,None,23784.14
14330,Failure,Mild,1778.93
10170,Success,Mild,33846.37
8106,Success,Severe,22852.59
5985,Ongoing,Mild,33848.86
2531,Success,Severe,9560.15
11046,Failure,Severe,12075.03
3534,Success,Mild,35280.41
13391,Success,Severe,9253.12
5700,Success,None,33463.45
2788,Ongoing,None,43109.78
2374,Failure,Mild,38872.82
4339,Ongoing,None,22890.01
2145,Success,None,24548.32
12418,Ongoing,Severe,15944.57
3970,Success,None,6018.09
10549,Failure,Severe,39857.1
14647,Ongoing,Severe,9791.66
6861,Ongoing,Mild,36212.06
1273,Failure,None,42609.69
5514,Ongoing,None,31025.78
13585,Ongoing,Mild,12318.9
4522,Success,Mild,4373.46
14087,Failure,Severe,7779.66
7110,Ongoing,Mild,45162.18
13041,Ongoing,Severe,4554.38
7056,Success,None,28986.7
12608,Success,Severe,23746.6
5421,Ongoing,Severe,5087.0
7678,Success,Mild,39535.54
6692,Failure,Mild,2771.37
11911,Success,None,6358.37
9382,Success,None,25388.94
13525,Ongoing,Mild,24480.75
13745,Success,Severe,28599.03
7567,Failure,Mild,10784.26
9352,Ongoing,Severe,29589.82
3937,Ongoing,Severe,33258.82
3166,Success,Mild,29446.96
9418,Ongoing,None,27113.07
8938,Success,Mild,43205.66
11050,Failure,None,31386.75
3089,Failure,Mild,17970.67
2160,Failure,None,29525.13
5672,Ongoing,Mild,35213.3
280,Failure,Severe,36596.9
1129,Failure,Mild,33963.06
12024,Failure,None,13180.41
7754,Failure,None,41519.47
7401,Failure,None,49419.07
470,Success,Severe,44952.75
7902,Ongoing,None,1519.87
10799,Failure,Severe,2803.12
12259,Success,None,10855.82
3197,Success,Mild,21490.83
816,Failure,None,34143.89
101,Ongoing,None,26444.99
5329,Failure,Severe,27388.11
9648,Ongoing,Mild,43917.69
10244,Ongoing,Severe,13707.35
14778,Failure,Mild,34793.4
10209,Success,None,9370.03
3881,Ongoing,None,27739.77
5538,Success,Severe,8998.28
11413,Failure,Severe,27183.5
4712,Success,Severe,38359.78
8241,Success,Severe,43860.55
2397,Failure,Severe,45587.02
14398,Failure,Severe,32820.33
1025,Failure,Mild,41949.68
11995,Ongoing,Mild,2944.81
10760,Success,Mild,5428.02
10960,Ongoing,Severe,16276.1
5676,Ongoing,Mild,28275.48
977,Ongoing,Mild,35538.38
14456,Ongoing,None,31944.86
7590,Success,None,34077.78
3510,Success,None,39916.88
110,Ongoing,None,46551.53
4198,Failure,Mild,34648.17
10923,Failure,Mild,8545.34
11451,Success,Severe,47338.86
8531,Failure,Mild,16290.39
9738,Failure,None,22784.48
2709,Failure,Mild,42186.9
4621,Success,None,5375.09
5730,Ongoing,None,39450.51
9329,Failure,Mild,22411.32
961,Ongoing,Mild,29673.47
3205,Success,None,1161.67
9452,Failure,None,4879.18
11764,Failure,None,13536.33
11745,Ongoing,None,49225.82
8565,Ongoing,Mild,21443.45
14443,Success,Severe,37652.68
9111,Success,None,11054.97
2580,Failure,Mild,5614.81
1739,Ongoing,None,42273.27
11951,Success,Mild,23543.92
14263,Ongoing,None,2558.25
12459,Ongoing,Severe,11778.91
12248,Failure,Severe,41105.48
10226,Success,None,5181.35
2888,Success,Mild,20682.04
6983,Failure,None,18318.17
9399,Ongoing,Mild,47582.04
3215,Ongoing,Mild,36056.29
2510,Ongoing,None,5377.92
8082,Success,Severe,6846.16
7082,Ongoing,None,3245.37
9399,Ongoing,Mild,39335.14
984,Success,Severe,31660.58
7775,Failure,Severe,36703.01
7074,Failure,Severe,23358.26
7135,Ongoing,Mild,17647.04
8114,Ongoing,None,4904.09
12313,Failure,Severe,31558.1
8678,Failure,None,25074.87
14772,Success,Severe,33907.14
4744,Ongoing,Severe,46045.78
13151,Failure,None,22497.9
12361,Failure,Mild,15889.42
14137,Success,Severe,20050.06
1522,Failure,Severe,26618.84
5276,Ongoing,Severe,11238.66
41,Success,Mild,31601.4
7412,Failure,Severe,27243.42
5804,Success,None,16434.51
8215,Success,Mild,23783.7
8153,Failure,Mild,30711.73
9515,Ongoing,Mild,25087.71
10400,Ongoing,None,30510.87
7939,Failure,None,16547.58
12507,Success,Severe,9996.57
2493,Ongoing,Mild,9484.96
9502,Success,None,45083.46
3931,Failure,Severe,2152.31
2807,Failure,None,28291.97
13544,Ongoing,None,1380.44
11700,Failure,None,42894.84
2826,Success,Severe,30524.18
12147,Ongoing,Severe,39376.94
12660,Success,Severe,37800.64
1176,Success,None,42289.73
9393,Failure,Mild,17721.54
13889,Failure,Severe,30917.41
12261,Failure,None,41300.15
950,Success,Severe,3718.99
6304,Failure,Severe,39392.74
1066,Ongoing,Severe,28414.95
4211,Success,Severe,19590.88
14697,Ongoing,None,29222.39
14302,Success,Severe,4648.83
9420,Success,Mild,20148.51
12657,Ongoing,Severe,31073.38
2184,Success,None,9187.52
11584,Ongoing,None,46435.74
13933,Failure,Severe,32974.46
6705,Success,Mild,28502.45
9496,Success,Severe,30290.29
10425,Ongoing,Mild,15085.05
2073,Ongoing,None,20933.72
5416,Failure,None,19701.32
7815,Failure,Mild,49181.79
8701,Failure,Severe,43110.62
7661,Success,Severe,42316.35
5648,Success,Severe,11010.24
12787,Success,Severe,24675.27
3040,Ongoing,Severe,24328.11
7283,Failure,Severe,49470.54
3846,Failure,None,45923.46
5547,Failure,Severe,13078.58
10313,Ongoing,None,40659.76
8881,Failure,None,12995.54
666,Ongoing,None,19221.5
14731,Success,Severe,42832.98
9860,Success,Mild,15701.14
7581,Success,Severe,19582.7
12445,Success,None,4299.01
358,Ongoing,Mild,40681.42
11529,Failure,Severe,31310.74
5159,Success,None,34792.91
5836,Ongoing,None,47257.73
1621,Success,Severe,11735.33
12903,Failure,Mild,16454.79
5467,Ongoing,Severe,39480.09
5897,Ongoing,Mild,8255.81
11936,Success,None,39391.36
3535,Success,Mild,25894.3
3912,Ongoing,Mild,41203.88
11600,Ongoing,None,32388.25
13117,Success,Mild,4401.04
9318,Success,Severe,16536.11
9684,Ongoing,Severe,17695.11
9081,Ongoing,Severe,25843.29
12580,Ongoing,Mild,5259.72
8986,Failure,Mild,24114.77
8972,Ongoing,None,35134.0
12,Success,None,4051.36
2880,Success,None,25609.11
9426,Ongoing,Mild,5438.88
6213,Ongoing,Severe,38479.87
1180,Ongoing,Mild,18235.84
14046,Failure,Mild,16411.04
6166,Ongoing,Mild,36003.71
13824,Success,None,2287.13
3126,Failure,Severe,4325.03
12312,Success,Mild,49766.04
6254,Failure,None,35564.65
10053,Failure,None,27068.62
7689,Ongoing,None,43002.03
1490,Success,None,26793.05
4459,Failure,None,6562.05
13185,Ongoing,None,24530.84
12066,Ongoing,Mild,8626.08
5284,Ongoing,Mild,30901.81
11929,Ongoing,Severe,13261.28
10594,Ongoing,Severe,12513.19
10480,Success,None,19568.46
9316,Ongoing,None,12752.64
5200,Success,Severe,16967.96
10279,Ongoing,Mild,7687.26
4457,Success,Severe,8761.1
6999,Ongoing,None,37948.18
497,Ongoing,Severe,7614.23
10808,Success,Mild,22031.51
366,Failure,Mild,46227.6
1172,Success,Severe,2493.32
4045,Success,Severe,27027.54
12,Failure,None,11138.15
7156,Failure,Severe,11417.95
3217,Failure,Mild,15283.94
8060,Success,Severe,49408.92
9722,Failure,Severe,22347.07
130,Failure,None,6846.6
11164,Failure,Severe,34740.34
4594,Success,Severe,27161.72
8845,Success,Severe,22181.28
7227,Ongoing,None,43787.15
10293,Failure,Mild,33430.83
8487,Success,None,9326.52
14914,Failure,None,33756.99
2016,Ongoing,Severe,36944.14
231,Ongoing,Mild,34882.73
13661,Success,None,43828.1
10019,Success,None,36949.79
1061,Ongoing,Mild,8733.2
5414,Success,Mild,47688.64
12639,Ongoing,Severe,41780.11
10713,Success,None,43585.84
5865,Ongoing,Severe,2854.65
9976,Failure,Mild,16437.06
6056,Ongoing,Mild,26139.47
4694,Ongoing,None,35641.38
6837,Failure,Severe,35534.09
13802,Failure,Severe,7463.43
5891,Success,Mild,9304.25
8657,Ongoing,Severe,7018.96
12979,Success,Severe,47217.18
7793,Success,None,10503.19
3737,Ongoing,Mild,6573.85
12459,Failure,None,23731.97
10422,Success,None,9558.12
2495,Ongoing,Severe,37194.86
7410,Success,Mild,44411.86
7462,Success,None,14993.19
10801,Success,Severe,17422.35
11223,Success,Mild,25690.78
7981,Success,Mild,30676.46
13972,Ongoing,None,47563.85
4751,Failure,None,42837.74
6619,Ongoing,Mild,9327.25
6712,Ongoing,None,49481.82
5350,Success,Severe,10798.31
204,Success,None,15756.66
9857,Success,Severe,2907.67
271,Failure,None,38841.75
9301,Failure,None,24662.24
3702,Ongoing,Mild,17683.18
11857,Failure,Mild,23058.88
8877,Success,Mild,43144.09
883,Failure,Severe,38374.16
490,Failure,None,30634.57
11739,Ongoing,Mild,18779.38
2403,Ongoing,Mild,40110.15
3421,Ongoing,Severe,29976.76
4850,Success,Severe,37733.43
792,Success,Severe,44008.33
3768,Success,None,29387.2
751,Ongoing,Mild,7617.94
12233,Failure,Mild,34653.34
7741,Success,None,20276.4
8139,Ongoing,None,48165.2
6112,Success,Severe,37721.74
4604,Ongoing,None,8152.84
485,Failure,Severe,11865.63
13902,Ongoing,Severe,9279.1
3871,Success,None,10857.21
4813,Failure,Mild,15918.44
8232,Failure,None,2133.07
10017,Success,None,44594.41
1947,Success,Mild,29371.73
9040,Ongoing,Mild,44331.89
657,Ongoing,None,34479.53
7206,Success,Severe,23935.08
1777,Success,Mild,30829.8
11170,Failure,Mild,23087.38
112,Success,Severe,42884.17
4222,Ongoing,None,47234.73
904,Failure,Mild,44381.46
5610,Success,None,48690.72
14876,Failure,Mild,22490.57
10776,Success,None,29574.5
9731,Success,Mild,15635.98
9652,Failure,None,49144.67
3514,Failure,None,44078.18
11179,Success,Mild,24597.94
8737,Failure,Severe,26819.95
465,Success,Severe,27212.19
80,Ongoing,None,45381.62
14290,Success,Mild,38714.35
9287,Failure,Mild,9128.99
823,Success,None,40556.22
9530,Success,Severe,4622.81
3848,Ongoing,Severe,22539.18
2365,Failure,Mild,47947.54
13620,Failure,Severe,20205.41
2172,Ongoing,None,38102.97
1267,Failure,None,15427.76
13037,Ongoing,None,3629.61
6573,Failure,None,27315.76
5316,Ongoing,Severe,44065.86
4423,Ongoing,Severe,15263.83
10555,Ongoing,Severe,12132.35
10595,Ongoing,None,2702.14
11760,Failure,None,19418.22
255,Failure,Severe,46988.78
1472,Failure,Mild,31994.42
6964,Failure,Severe,49764.76
12743,Success,Mild,44873.79
2879,Failure,Mild,15854.81
10504,Ongoing,Mild,12088.97
8578,Failure,Severe,27779.45
55,Failure,None,10158.71
5367,Success,None,9270.12
3276,Ongoing,None,48623.01
11165,Failure,Mild,49947.81
2802,Failure,Mild,43450.52
10701,Failure,Severe,46866.2
12725,Failure,Severe,9197.89
2890,Success,None,6534.4
1887,Failure,Severe,21553.1
14843,Failure,Severe,38632.08
12237,Ongoing,Severe,7110.85
12315,Failure,Mild,16388.79
12448,Failure,None,3487.37
8561,Ongoing,Severe,35472.67
1265,Ongoing,None,27579.44
10607,Success,Mild,3223.35
13075,Failure,Mild,11779.91
6250,Ongoing,Mild,22510.97
381,Ongoing,Mild,15560.53
5225,Failure,Mild,1872.64
5540,Success,Severe,49267.48
4351,Failure,None,45737.1
13107,Failure,None,35634.1
12947,Success,Mild,34866.07
5464,Failure,None,33059.49
12761,Success,None,28613.11
13109,Ongoing,None,43724.66
10801,Success,Mild,11039.32
3744,Success,Mild,16220.63
7036,Success,None,23944.33
6218,Failure,None,16301.14
8256,Success,Mild,21925.85
10180,Ongoing,None,7030.68
738,Ongoing,Severe,47340.06
8931,Ongoing,Severe,1691.93
557,Success,Mild,21320.67
6421,Ongoing,Mild,15020.17
3740,Failure,Severe,30078.21
9551,Success,Severe,19501.31
9565,Ongoing,None,2999.29
1289,Success,Mild,40615.57
2633,Success,Severe,30116.2
2732,Failure,Severe,23109.26
7490,Ongoing,Severe,17748.38
4815,Success,Mild,38231.79
11282,Success,None,47661.35
14097,Ongoing,None,38796.08
4327,Ongoing,None,40566.12
2388,Failure,None,19139.14
6739,Ongoing,Severe,32929.88
3162,Failure,None,25786.32
1352,Ongoing,None,46788.03
1119,Success,Mild,2051.29
3166,Ongoing,Mild,35804.92
5495,Ongoing,None,36985.94
4787,Ongoing,None,23139.78
8195,Failure,None,30558.62
9511,Failure,Mild,19158.89
5735,Failure,Mild,17209.09
14472,Failure,Mild,47753.26
4081,Ongoing,Mild,31341.91
6561,Ongoing,None,39514.53
2866,Ongoing,Severe,39006.61
2923,Success,Mild,36624.78
4166,Failure,None,49545.94
14530,Failure,None,28788.58
64,Success,None,32996.5
10194,Ongoing,Severe,10426.49
266,Ongoing,Mild,49871.17
11187,Success,Mild,16138.0
14557,Failure,Mild,46241.27
2889,Ongoing,Severe,24073.64
5916,Success,None,25240.32
8407,Failure,None,18037.7
4814,Success,Mild,42735.09
4261,Success,None,13076.91
95,Failure,Mild,5353.47
11860,Ongoing,Severe,32063.29
1757,Ongoing,Severe,1485.72
10000,Success,None,27875.64
8593,Failure,Severe,40483.98
2995,Ongoing,Mild,26831.47
2197,Ongoing,Severe,18216.06
1797,Failure,Mild,14383.74
4302,Ongoing,Severe,11012.0
9665,Failure,Mild,30665.16
14140,Success,Mild,30274.65
2722,Ongoing,Mild,30528.43
13999,Success,Mild,36465.12
13404,Failure,Mild,12569.4
32,Ongoing,Mild,15582.77
2559,Failure,Mild,6646.53
12950,Failure,Mild,16896.33
5498,Success,Mild,15829.42
9065,Ongoing,Severe,12947.21
11173,Ongoing,Mild,45563.38
2540,Ongoing,None,41022.13
2134,Failure,Severe,9649.15
3643,Ongoing,Severe,43542.06
4588,Success,None,30912.88
3861,Ongoing,None,44091.04
13038,Ongoing,Mild,42003.53
11342,Success,Mild,28259.9
12173,Failure,None,30968.71
5743,Failure,Severe,29715.45
14520,Success,Mild,28696.14
14780,Ongoing,Severe,16807.84
7697,Failure,Mild,36930.54
12974,Success,None,26034.37
14106,Ongoing,Severe,42542.44
1641,Success,None,12849.55
3090,Failure,None,18324.79
7224,Success,None,13851.52
4754,Ongoing,Severe,19754.97
8481,Ongoing,Mild,48427.88
9532,Success,Mild,39350.13
4020,Ongoing,Mild,14671.98
1500,Success,Severe,20535.22
2356,Success,Mild,29920.41
6230,Success,Severe,7675.42
3724,Success,Severe,21602.95
12518,Ongoing,None,33901.56
9356,Ongoing,Severe,22459.35
12949,Success,Mild,46419.98
3496,Ongoing,None,29510.99
867,Ongoing,Severe,48686.78
11718,Failure,Severe,36621.97
96,Ongoing,Severe,49361.88
3148,Ongoing,Mild,39118.04
12972,Ongoing,None,48198.56
8369,Success,Severe,26671.72
12014,Ongoing,Severe,5696.8
7449,Failure,Mild,35084.2
13341,Ongoing,Mild,14197.16
12658,Success,Mild,37777.24
13410,Failure,Mild,33168.26
4558,Ongoing,Mild,42920.53
14920,Ongoing,None,11016.77
363,Ongoing,Mild,4291.03
6245,Success,None,34414.92
5709,Ongoing,Severe,40052.31
12731,Failure,None,19765.72
2295,Success,None,46942.84
3286,Failure,Severe,31655.11
5704,Success,None,16995.06
14151,Failure,None,29542.29
13191,Ongoing,Mild,7141.1
6512,Success,Mild,43976.44
13510,Failure,Severe,9991.7
7116,Failure,Mild,36806.48
323,Ongoing,Severe,13335.74
1594,Failure,None,31411.18
2782,Ongoing,None,36984.38
6258,Success,Severe,49458.08
13496,Failure,None,19635.58
2236,Success,None,13628.46
10397,Ongoing,None,28849.86
10737,Success,None,48925.72
11671,Success,Mild,28800.55
4557,Ongoing,Mild,27956.11
10037,Ongoing,Mild,34885.03
14337,Ongoing,Mild,45608.14
5356,Failure,None,28373.18
10290,Failure,None,6034.45
914,Failure,None,20117.08
12499,Ongoing,Severe,26663.59
14582,Failure,Mild,33623.37
12671,Success,Mild,47524.18
6841,Success,None,6869.62
6003,Ongoing,None,40021.57
11558,Ongoing,None,7044.23
2868,Failure,Mild,17927.87
8992,Success,Severe,33366.08
4159,Failure,None,19359.58
420,Success,None,15823.83
5129,Ongoing,Mild,11665.25
12839,Success,Severe,32560.41
6039,Ongoing,Severe,28876.35
12320,Ongoing,Severe,41139.6
9508,Ongoing,Mild,19765.45
4291,Failure,None,45880.25
17,Success,None,16412.54
10023,Failure,None,36872.69
11717,Ongoing,Mild,23764.91
9148,Success,None,44160.34
14021,Success,Mild,37235.04
11691,Success,None,30739.95
12951,Success,Severe,20951.02
11937,Success,Mild,14981.16
8640,Success,None,2084.46
1774,Ongoing,Severe,25164.44
12746,Success,Severe,31825.79
8082,Ongoing,Mild,5534.09
8272,Success,None,30036.33
13257,Failure,Severe,5501.95
7619,Ongoing,Mild,36064.62
13695,Ongoing,None,2001.69
1949,Success,Severe,30746.25
13906,Ongoing,Mild,32191.99
1686,Success,Severe,24652.46
10722,Ongoing,None,3629.54
9370,Ongoing,None,13026.41
4596,Failure,Mild,37687.48
1779,Failure,None,8793.11
3855,Ongoing,Mild,26592.39
2734,Success,Severe,22603.88
2548,Success,Severe,26486.32
4473,Success,Mild,33197.05
8228,Success,Mild,38169.12
8285,Failure,None,33371.67
14654,Success,Severe,4176.88
9222,Ongoing,Mild,46387.98
3874,Failure,Severe,23181.78
12390,Success,Severe,10796.07
4147,Success,None,36208.99
342,Failure,Severe,7169.45
1775,Ongoing,Severe,42607.36
9137,Success,Severe,7695.71
9493,Success,Mild,11507.65
13673,Ongoing,None,34737.54
3462,Success,Mild,17199.06
7259,Success,None,31651.79
3365,Success,Severe,45085.13
11702,Ongoing,Severe,15459.73
11778,Ongoing,Severe,10732.34
179,Success,Severe,2773.45
9974,Success,Severe,41997.8
14800,Ongoing,None,21403.79
11073,Failure,None,41897.77
5101,Failure,None,34417.61
5902,Failure,None,19651.39
13787,Ongoing,Severe,14788.22
9174,Ongoing,None,47855.49
13636,Ongoing,Mild,42737.62
9905,Success,Severe,39918.87
6833,Ongoing,Severe,34640.18
4250,Failure,Mild,22599.15
5638,Failure,Mild,37187.22
5729,Failure,None,48343.65
14768,Failure,Mild,25395.48
2807,Failure,Severe,29760.42
3486,Success,Mild,15856.97
7665,Failure,None,38991.65
14957,Success,None,27902.03
4593,Failure,Severe,5719.51
9628,Failure,Mild,28076.93
6575,Success,Severe,18247.94
4342,Failure,Severe,15230.38
1341,Success,None,19216.81
10602,Failure,Severe,25889.94
1931,Ongoing,Severe,48616.38
13627,Failure,Mild,12331.56
11150,Success,None,32489.95
13618,Success,Mild,35445.85
11632,Success,None,16441.31
8648,Failure,Mild,44775.83
4747,Failure,None,13413.8
12928,Success,Mild,10897.93
13067,Failure,Severe,31190.12
8609,Ongoing,Severe,6889.52
11468,Ongoing,Mild,27259.08
3172,Failure,Mild,16567.56
2449,Failure,None,39079.58
3645,Failure,Mild,11938.62
6197,Success,None,41821.68
12123,Failure,None,14111.3
3748,Failure,None,12607.61
5715,Success,Mild,33446.45
1059,Success,Severe,22750.97
12110,Success,Severe,35911.79
458,Success,Severe,48290.78
2681,Ongoing,Severe,34265.25
5334,Failure,Mild,24428.3
1304,Success,Mild,23746.33
12098,Success,None,18584.61
207,Ongoing,Severe,44660.81
5054,Ongoing,None,32839.22
11409,Success,None,48333.84
2295,Failure,Severe,27068.77
14327,Failure,Mild,6757.82
7041,Ongoing,None,37719.0
6233,Failure,Mild,2284.73
4267,Ongoing,None,37082.47
13784,Success,Severe,7495.44
11615,Ongoing,Severe,33004.16
5372,Failure,Severe,23969.78
4222,Success,Severe,22106.48
5744,Failure,Mild,28804.34
6481,Success,None,40363.57
4154,Success,Severe,44240.12
609,Ongoing,None,5899.58
5815,Failure,Severe,6341.96
13294,Success,None,45323.41
4290,Success,None,27972.67
2448,Ongoing,Severe,4801.66
10689,Failure,Mild,29600.56
12733,Success,Mild,30030.92
10785,Success,Severe,5112.7
13863,Ongoing,Severe,28760.77
2981,Failure,None,49191.3
11085,Success,Mild,2096.29
1028,Success,Mild,23707.2
2784,Ongoing,Mild,40466.73
9809,Success,Mild,13975.67
3205,Ongoing,None,38219.2
14232,Success,Mild,26079.8
1503,Ongoing,Mild,10709.31
12459,Ongoing,Mild,33703.9
14496,Ongoing,Severe,24665.15
13992,Ongoing,Mild,23811.84
792,Failure,Mild,15615.19
2636,Failure,Mild,33418.08
14528,Success,Severe,40997.14
2342,Ongoing,None,14860.8
1988,Ongoing,None,35345.91
9894,Failure,Severe,10701.86
6724,Success,None,35412.01
6616,Failure,None,14834.55
4962,Success,None,42100.96
7259,Success,Severe,5212.67
8793,Ongoing,Mild,22149.32
7679,Success,Mild,40968.11
6413,Success,Mild,6592.07
2056,Failure,Severe,27295.95
2780,Failure,None,26437.97
11283,Failure,Severe,33866.99
3203,Success,Severe,47755.18
3820,Failure,Mild,32651.63
12945,Ongoing,Severe,37793.61
6234,Ongoing,Severe,32822.29
7431,Failure,Severe,8550.67
14715,Ongoing,Mild,42475.55
13586,Failure,None,48362.96
2282,Ongoing,None,9751.16
5010,Failure,Severe,40197.75
12198,Success,None,3728.8
12868,Success,Mild,32885.04
10308,Ongoing,Severe,20248.66
12933,Ongoing,None,4028.36
8460,Success,None,49247.15
6915,Success,Severe,46713.68
13729,Success,Mild,1354.44
14270,Failure,Mild,13993.96
8272,Ongoing,None,42374.13
5341,Failure,None,11830.1
5153,Success,Mild,25171.88
9859,Failure,Severe,5431.19
9341,Ongoing,Severe,10390.27
3398,Failure,Mild,10957.84
686,Failure,None,44707.9
6229,Failure,Mild,3012.37
13772,Success,Mild,46876.98
2528,Ongoing,None,41546.61
9729,Success,Mild,37006.25
645,Success,None,48377.22
7967,Success,Mild,48193.8
11651,Failure,Severe,43753.95
2255,Success,Mild,20855.3
8991,Success,Severe,18573.79
13432,Failure,Mild,38428.57
6163,Success,None,3917.82
3741,Success,None,35466.21
13470,Failure,Severe,47583.5
13416,Failure,Mild,25654.94
