trial_id,study_id,study_phase
1362,79,Phase 2
1363,152,Phase 1
1364,31,Phase 3
1365,62,Phase 3
1366,13,Phase 2
1367,96,Phase 1
1368,89,Phase 1
1369,191,Phase 3
1370,46,Phase 2
1371,197,Phase 2
1372,87,Phase 2
1373,101,Phase 1
1374,83,Phase 1
1375,172,Phase 3
1376,96,Phase 3
1377,114,Phase 3
1378,45,Phase 3
1379,62,Phase 1
1380,27,Phase 2
1381,176,Phase 3
1382,118,Phase 2
1383,174,Phase 2
1384,137,Phase 1
1385,102,Phase 3
1386,120,Phase 1
1387,170,Phase 3
1388,20,Phase 1
1389,18,Phase 1
1390,78,Phase 2
1391,169,Phase 1
1392,117,Phase 2
1393,42,Phase 2
1394,62,Phase 2
1395,190,Phase 2
1396,94,Phase 3
1397,170,Phase 2
1398,89,Phase 2
1399,105,Phase 2
1400,41,Phase 2
1401,68,Phase 1
1402,157,Phase 2
1403,115,Phase 2
1404,143,Phase 2
1405,140,Phase 2
1406,48,Phase 2
1407,63,Phase 2
1408,173,Phase 1
1409,53,Phase 1
1410,94,Phase 1
1411,15,Phase 2
1412,57,Phase 2
1413,113,Phase 3
1414,56,Phase 3
1415,124,Phase 2
1416,35,Phase 3
1417,114,Phase 1
1418,8,Phase 3
1419,107,Phase 3
1420,20,Phase 1
1421,73,Phase 2
1422,71,Phase 3
1423,96,Phase 2
1424,30,Phase 1
1425,142,Phase 1
1426,35,Phase 3
1427,93,Phase 2
1428,147,Phase 1
1429,139,Phase 2
1430,128,Phase 1
1431,46,Phase 1
1432,189,Phase 2
1433,180,Phase 3
1434,55,Phase 3
1435,147,Phase 1
1436,121,Phase 2
1437,110,Phase 3
1438,83,Phase 1
1439,123,Phase 1
1440,43,Phase 2
1441,78,Phase 1
1442,139,Phase 3
1443,151,Phase 1
1444,70,Phase 2
1445,184,Phase 2
1446,12,Phase 3
1447,27,Phase 2
1448,105,Phase 3
1449,152,Phase 3
1450,113,Phase 3
1451,182,Phase 1
1452,193,Phase 2
1453,22,Phase 1
1454,128,Phase 2
1455,35,Phase 3
1456,10,Phase 1
1457,171,Phase 3
1458,17,Phase 2
1459,107,Phase 2
1460,12,Phase 2
1461,43,Phase 1
1462,25,Phase 3
1463,153,Phase 3
1464,102,Phase 2
1465,115,Phase 1
1466,75,Phase 2
1467,173,Phase 2
1468,31,Phase 2
1469,17,Phase 2
1470,195,Phase 3
1471,91,Phase 1
1472,69,Phase 3
1473,80,Phase 2
1474,143,Phase 1
1475,147,Phase 3
1476,183,Phase 1
1477,27,Phase 1
1478,59,Phase 2
1479,189,Phase 3
1480,39,Phase 2
1481,14,Phase 3
1482,52,Phase 2
1483,119,Phase 2
1484,161,Phase 1
1485,25,Phase 2
1486,69,Phase 2
1487,65,Phase 3
1488,159,Phase 3
1489,158,Phase 1
1490,59,Phase 1
1491,116,Phase 2
1492,110,Phase 1
1493,191,Phase 1
1494,186,Phase 3
1495,41,Phase 1
1496,25,Phase 2
1497,23,Phase 1
1498,127,Phase 3
1499,33,Phase 2
1500,167,Phase 1
1501,150,Phase 2
1502,147,Phase 3
1503,42,Phase 1
1504,120,Phase 2
1505,64,Phase 3
1506,55,Phase 1
1507,31,Phase 2
1508,192,Phase 3
1509,19,Phase 1
1510,81,Phase 1
1511,134,Phase 2
1512,22,Phase 3
1513,163,Phase 3
1514,48,Phase 3
1515,78,Phase 3
1516,105,Phase 1
1517,24,Phase 3
1518,81,Phase 1
1519,109,Phase 2
1520,150,Phase 3
1521,50,Phase 1
1522,123,Phase 3
1523,15,Phase 2
1524,137,Phase 2
1525,149,Phase 1
1526,52,Phase 2
1527,96,Phase 2
1528,38,Phase 2
1529,59,Phase 1
1530,57,Phase 3
1531,54,Phase 3
1532,104,Phase 3
1533,52,Phase 1
1534,58,Phase 3
1535,80,Phase 3
1536,49,Phase 1
1537,106,Phase 2
1538,92,Phase 2
1539,157,Phase 3
1540,120,Phase 3
1541,125,Phase 2
1542,20,Phase 1
1543,76,Phase 2
1544,20,Phase 1
1545,44,Phase 2
1546,45,Phase 1
1547,69,Phase 3
1548,5,Phase 2
1549,196,Phase 3
1550,25,Phase 2
1551,180,Phase 3
1552,142,Phase 1
1553,26,Phase 3
1554,155,Phase 1
1555,90,Phase 3
1556,182,Phase 1
1557,193,Phase 1
1558,80,Phase 2
1559,16,Phase 1
1560,15,Phase 3
1561,137,Phase 1
1562,115,Phase 2
1563,198,Phase 2
1564,172,Phase 1
1565,85,Phase 1
1566,150,Phase 2
1567,104,Phase 1
1568,190,Phase 3
1569,74,Phase 3
1570,90,Phase 3
1571,192,Phase 3
1572,174,Phase 3
1573,33,Phase 2
1574,57,Phase 3
1575,63,Phase 1
1576,39,Phase 2
1577,128,Phase 3
1578,183,Phase 2
1579,35,Phase 2
1580,33,Phase 3
1581,57,Phase 3
1582,11,Phase 3
1583,59,Phase 2
1584,168,Phase 1
1585,96,Phase 1
1586,30,Phase 3
1587,43,Phase 3
1588,109,Phase 2
1589,25,Phase 3
1590,7,Phase 3
1591,120,Phase 2
1592,108,Phase 2
1593,23,Phase 3
1594,190,Phase 1
1595,1,Phase 1
1596,68,Phase 2
1597,7,Phase 3
1598,190,Phase 1
1599,119,Phase 2
1600,16,Phase 1
1601,78,Phase 3
1602,178,Phase 2
1603,175,Phase 3
1604,123,Phase 3
1605,106,Phase 3
1606,121,Phase 1
1607,196,Phase 1
1608,44,Phase 2
1609,125,Phase 3
1610,9,Phase 2
1611,94,Phase 2
1612,89,Phase 1
1613,175,Phase 2
1614,3,Phase 3
1615,10,Phase 3
1616,97,Phase 3
1617,41,Phase 3
1618,104,Phase 3
1619,1,Phase 1
1620,139,Phase 1
1621,44,Phase 2
1622,179,Phase 2
1623,101,Phase 3
1624,52,Phase 1
1625,125,Phase 2
1626,108,Phase 1
1627,28,Phase 3
1628,1,Phase 3
1629,16,Phase 3
1630,112,Phase 3
1631,118,Phase 2
1632,162,Phase 1
1633,40,Phase 1
1634,23,Phase 1
1635,98,Phase 3
1636,85,Phase 1
1637,159,Phase 2
1638,126,Phase 2
1639,73,Phase 1
1640,30,Phase 1
1641,96,Phase 1
1642,97,Phase 2
1643,25,Phase 3
1644,171,Phase 1
1645,97,Phase 2
1646,11,Phase 2
1647,125,Phase 1
1648,102,Phase 2
1649,160,Phase 2
1650,119,Phase 2
1651,71,Phase 2
1652,127,Phase 2
1653,132,Phase 2
1654,148,Phase 1
1655,177,Phase 1
1656,173,Phase 1
1657,180,Phase 2
1658,161,Phase 2
1659,76,Phase 1
1660,64,Phase 1
1661,112,Phase 3
1662,115,Phase 3
1663,85,Phase 3
1664,8,Phase 2
1665,172,Phase 1
1666,186,Phase 3
1667,131,Phase 3
1668,3,Phase 3
1669,127,Phase 1
1670,1,Phase 3
1671,145,Phase 2
1672,110,Phase 2
1673,125,Phase 3
1674,46,Phase 3
1675,143,Phase 3
1676,150,Phase 1
1677,114,Phase 2
1678,56,Phase 2
1679,150,Phase 3
1680,117,Phase 2
1681,146,Phase 1
1682,59,Phase 3
1683,158,Phase 2
1684,125,Phase 1
1685,173,Phase 1
1686,174,Phase 1
1687,165,Phase 1
1688,57,Phase 3
1689,90,Phase 1
1690,64,Phase 2
1691,63,Phase 3
1692,143,Phase 1
1693,19,Phase 3
1694,26,Phase 3
1695,187,Phase 2
1696,21,Phase 2
1697,90,Phase 2
1698,108,Phase 1
1699,200,Phase 1
1700,70,Phase 3
1701,93,Phase 3
1702,191,Phase 3
1703,117,Phase 3
1704,153,Phase 1
1705,135,Phase 2
1706,67,Phase 1
1707,109,Phase 1
1708,194,Phase 2
1709,60,Phase 1
1710,190,Phase 3
1711,1,Phase 1
1712,153,Phase 1
1713,189,Phase 1
1714,177,Phase 2
1715,186,Phase 2
1716,3,Phase 1
1717,1,Phase 2
1718,45,Phase 3
1719,147,Phase 2
1720,115,Phase 2
1721,21,Phase 3
1722,19,Phase 1
1723,173,Phase 3
1724,89,Phase 3
1725,152,Phase 1
1726,4,Phase 2
1727,78,Phase 1
1728,10,Phase 1
1729,33,Phase 1
1730,15,Phase 3
1731,33,Phase 2
1732,141,Phase 1
1733,119,Phase 3
1734,167,Phase 3
1735,104,Phase 3
1736,120,Phase 2
1737,95,Phase 3
1738,91,Phase 2
1739,173,Phase 2
1740,69,Phase 1
1741,5,Phase 3
1742,53,Phase 3
1743,150,Phase 3
1744,53,Phase 1
1745,172,Phase 1
1746,31,Phase 3
1747,173,Phase 2
1748,152,Phase 2
1749,28,Phase 2
1750,96,Phase 3
1751,31,Phase 2
1752,22,Phase 1
1753,195,Phase 1
1754,84,Phase 1
1755,151,Phase 1
1756,117,Phase 1
1757,200,Phase 2
1758,134,Phase 3
1759,152,Phase 2
1760,188,Phase 2
1761,113,Phase 3
1762,5,Phase 3
1763,81,Phase 2
1764,192,Phase 2
1765,71,Phase 2
1766,42,Phase 3
1767,15,Phase 1
1768,34,Phase 2
1769,155,Phase 2
1770,13,Phase 1
1771,69,Phase 3
1772,52,Phase 1
1773,34,Phase 2
1774,10,Phase 1
1775,66,Phase 1
1776,100,Phase 3
1777,68,Phase 1
1778,172,Phase 3
1779,198,Phase 3
1780,168,Phase 3
1781,182,Phase 2
1782,138,Phase 1
1783,83,Phase 1
1784,180,Phase 1
1785,144,Phase 2
1786,93,Phase 2
1787,78,Phase 1
1788,79,Phase 3
1789,126,Phase 1
1790,67,Phase 1
1791,181,Phase 1
1792,169,Phase 2
1793,130,Phase 3
1794,30,Phase 2
1795,184,Phase 3
1796,99,Phase 1
1797,172,Phase 3
1798,174,Phase 3
1799,59,Phase 3
1800,120,Phase 2
1801,110,Phase 3
1802,159,Phase 3
1803,135,Phase 3
1804,113,Phase 3
1805,186,Phase 1
1806,196,Phase 2
1807,163,Phase 1
1808,8,Phase 2
1809,65,Phase 2
1810,104,Phase 2
1811,150,Phase 2
1812,110,Phase 2
1813,198,Phase 2
1814,80,Phase 1
1815,149,Phase 1
1816,40,Phase 3
1817,19,Phase 1
1818,179,Phase 2
1819,193,Phase 2
1820,147,Phase 2
1821,194,Phase 2
1822,190,Phase 3
1823,146,Phase 2
1824,38,Phase 1
1825,178,Phase 3
1826,2,Phase 2
1827,3,Phase 2
1828,137,Phase 2
1829,123,Phase 3
1830,169,Phase 3
1831,46,Phase 3
1832,122,Phase 1
1833,177,Phase 1
1834,141,Phase 2
1835,83,Phase 1
1836,38,Phase 3
1837,65,Phase 1
1838,122,Phase 2
1839,181,Phase 2
1840,114,Phase 3
1841,52,Phase 2
1842,94,Phase 1
1843,111,Phase 3
1844,193,Phase 1
1845,19,Phase 2
1846,173,Phase 1
1847,186,Phase 3
1848,89,Phase 2
1849,103,Phase 2
1850,82,Phase 1
1851,24,Phase 2
1852,124,Phase 2
1853,190,Phase 3
1854,9,Phase 3
1855,171,Phase 1
1856,180,Phase 1
1857,154,Phase 2
1858,23,Phase 3
1859,57,Phase 2
1860,70,Phase 1
1861,52,Phase 1
1862,36,Phase 3
1863,87,Phase 3
1864,141,Phase 2
1865,149,Phase 1
1866,154,Phase 1
1867,9,Phase 3
1868,101,Phase 3
1869,188,Phase 2
1870,155,Phase 1
1871,47,Phase 1
1872,110,Phase 3
1873,193,Phase 1
1874,58,Phase 1
1875,7,Phase 2
1876,88,Phase 3
1877,190,Phase 1
1878,1,Phase 3
1879,19,Phase 2
1880,95,Phase 3
1881,145,Phase 2
1882,72,Phase 1
1883,141,Phase 1
1884,47,Phase 1
1885,122,Phase 1
1886,160,Phase 2
1887,8,Phase 1
1888,137,Phase 3
1889,137,Phase 2
1890,99,Phase 3
1891,88,Phase 1
1892,175,Phase 3
1893,53,Phase 1
1894,12,Phase 3
1895,23,Phase 3
1896,17,Phase 2
1897,22,Phase 2
1898,89,Phase 2
1899,160,Phase 1
1900,106,Phase 1
1901,175,Phase 2
1902,168,Phase 1
1903,114,Phase 2
1904,63,Phase 2
1905,179,Phase 1
1906,87,Phase 2
1907,41,Phase 3
1908,175,Phase 3
1909,196,Phase 3
1910,170,Phase 2
1911,117,Phase 3
1912,33,Phase 3
1913,62,Phase 1
1914,118,Phase 3
1915,4,Phase 3
1916,92,Phase 2
1917,6,Phase 2
1918,97,Phase 2
1919,119,Phase 3
1920,32,Phase 2
1921,128,Phase 2
1922,89,Phase 3
1923,142,Phase 2
1924,109,Phase 3
1925,77,Phase 2
1926,119,Phase 3
1927,8,Phase 1
1928,93,Phase 3
1929,95,Phase 1
1930,124,Phase 3
1931,18,Phase 2
1932,154,Phase 1
1933,159,Phase 3
1934,79,Phase 3
1935,29,Phase 3
1936,194,Phase 1
1937,110,Phase 2
1938,132,Phase 3
1939,12,Phase 1
1940,199,Phase 1
1941,32,Phase 1
1942,125,Phase 2
1943,55,Phase 2
1944,37,Phase 1
1945,149,Phase 1
1946,19,Phase 2
1947,103,Phase 2
1948,122,Phase 3
1949,121,Phase 3
1950,71,Phase 2
1951,65,Phase 3
1952,14,Phase 3
1953,184,Phase 3
1954,43,Phase 1
1955,41,Phase 1
1956,29,Phase 1
1957,155,Phase 2
1958,12,Phase 3
1959,6,Phase 3
1960,194,Phase 1
1961,192,Phase 2
1962,94,Phase 3
1963,124,Phase 3
1964,166,Phase 3
1965,35,Phase 2
1966,123,Phase 2
1967,109,Phase 3
1968,121,Phase 2
1969,90,Phase 3
1970,179,Phase 2
1971,121,Phase 1
1972,59,Phase 1
1973,96,Phase 2
1974,198,Phase 3
1975,155,Phase 1
1976,108,Phase 3
1977,86,Phase 3
1978,13,Phase 1
1979,71,Phase 3
1980,197,Phase 1
1981,81,Phase 2
1982,103,Phase 3
1983,67,Phase 1
1984,179,Phase 3
1985,8,Phase 2
1986,179,Phase 3
1987,32,Phase 2
1988,56,Phase 2
1989,36,Phase 3
1990,179,Phase 3
1991,100,Phase 2
1992,187,Phase 3
1993,22,Phase 1
1994,153,Phase 2
1995,176,Phase 3
1996,106,Phase 2
1997,35,Phase 1
1998,181,Phase 2
1999,191,Phase 1
2000,32,Phase 2
2001,137,Phase 2
2002,55,Phase 2
2003,178,Phase 1
2004,64,Phase 3
2005,176,Phase 3
2006,16,Phase 1
2007,84,Phase 2
2008,53,Phase 3
2009,21,Phase 2
2010,14,Phase 2
2011,171,Phase 2
2012,181,Phase 3
2013,196,Phase 1
2014,14,Phase 1
2015,18,Phase 2
2016,198,Phase 2
2017,78,Phase 3
2018,154,Phase 3
2019,176,Phase 2
2020,136,Phase 3
2021,86,Phase 2
2022,81,Phase 3
2023,10,Phase 1
2024,95,Phase 1
2025,112,Phase 1
2026,129,Phase 3
2027,116,Phase 2
2028,65,Phase 1
2029,91,Phase 3
2030,101,Phase 3
2031,136,Phase 2
2032,67,Phase 1
2033,128,Phase 1
2034,120,Phase 3
2035,105,Phase 1
2036,112,Phase 3
2037,29,Phase 3
2038,51,Phase 2
2039,53,Phase 3
2040,57,Phase 2
2041,41,Phase 3
2042,101,Phase 2
2043,150,Phase 2
2044,180,Phase 3
2045,6,Phase 1
2046,4,Phase 1
2047,149,Phase 3
2048,21,Phase 3
2049,194,Phase 1
2050,61,Phase 3
2051,57,Phase 1
2052,80,Phase 2
2053,51,Phase 3
2054,12,Phase 2
2055,61,Phase 3
2056,81,Phase 2
2057,112,Phase 1
2058,135,Phase 1
2059,190,Phase 2
2060,198,Phase 3
2061,150,Phase 3
2062,120,Phase 1
2063,79,Phase 1
2064,146,Phase 2
2065,194,Phase 1
2066,90,Phase 3
2067,19,Phase 3
2068,130,Phase 2
2069,7,Phase 2
2070,158,Phase 2
2071,187,Phase 2
2072,87,Phase 1
2073,76,Phase 3
2074,108,Phase 3
2075,52,Phase 2
2076,160,Phase 2
2077,27,Phase 3
2078,129,Phase 1
2079,183,Phase 3
2080,14,Phase 3
2081,152,Phase 1
2082,175,Phase 3
2083,191,Phase 3
2084,147,Phase 2
2085,7,Phase 1
2086,116,Phase 2
2087,68,Phase 1
2088,56,Phase 3
2089,65,Phase 3
2090,9,Phase 1
2091,156,Phase 3
2092,180,Phase 2
2093,39,Phase 2
2094,74,Phase 3
2095,90,Phase 2
2096,106,Phase 3
2097,168,Phase 3
2098,109,Phase 3
2099,85,Phase 2
2100,160,Phase 1
2101,146,Phase 2
2102,19,Phase 1
2103,140,Phase 1
2104,154,Phase 3
2105,190,Phase 1
2106,141,Phase 3
2107,7,Phase 3
2108,53,Phase 2
2109,29,Phase 2
2110,54,Phase 1
2111,2,Phase 3
2112,116,Phase 3
2113,186,Phase 2
2114,69,Phase 2
2115,144,Phase 1
2116,63,Phase 2
2117,139,Phase 2
2118,138,Phase 2
2119,160,Phase 1
2120,68,Phase 3
2121,104,Phase 1
2122,40,Phase 2
2123,2,Phase 2
2124,179,Phase 2
2125,52,Phase 2
2126,120,Phase 2
2127,188,Phase 2
2128,158,Phase 1
2129,12,Phase 3
2130,125,Phase 1
2131,109,Phase 1
2132,121,Phase 1
2133,111,Phase 2
2134,144,Phase 2
2135,180,Phase 2
2136,40,Phase 1
2137,65,Phase 3
2138,40,Phase 2
2139,156,Phase 2
2140,66,Phase 1
2141,166,Phase 3
2142,131,Phase 3
2143,134,Phase 3
2144,33,Phase 3
2145,185,Phase 2
2146,51,Phase 2
2147,153,Phase 1
2148,140,Phase 2
2149,102,Phase 1
2150,11,Phase 3
2151,192,Phase 3
2152,35,Phase 2
2153,47,Phase 1
2154,23,Phase 3
2155,50,Phase 1
2156,33,Phase 1
2157,162,Phase 1
2158,138,Phase 3
2159,78,Phase 3
2160,183,Phase 2
2161,182,Phase 2
2162,76,Phase 3
2163,79,Phase 3
2164,19,Phase 2
2165,6,Phase 1
2166,132,Phase 2
2167,76,Phase 1
2168,69,Phase 1
2169,127,Phase 1
2170,43,Phase 1
2171,174,Phase 3
2172,80,Phase 1
2173,2,Phase 1
2174,152,Phase 2
2175,13,Phase 1
2176,42,Phase 1
2177,130,Phase 3
2178,141,Phase 2
2179,40,Phase 1
2180,51,Phase 1
2181,103,Phase 2
2182,167,Phase 3
2183,63,Phase 1
2184,105,Phase 3
2185,122,Phase 2
2186,171,Phase 1
2187,149,Phase 1
2188,171,Phase 2
2189,43,Phase 1
2190,110,Phase 1
2191,180,Phase 1
2192,141,Phase 1
2193,82,Phase 2
2194,189,Phase 1
2195,111,Phase 3
2196,54,Phase 3
2197,63,Phase 3
2198,95,Phase 2
2199,107,Phase 3
2200,103,Phase 1
2201,117,Phase 1
2202,200,Phase 3
2203,72,Phase 2
2204,18,Phase 1
2205,38,Phase 2
2206,176,Phase 3
2207,161,Phase 3
2208,179,Phase 3
2209,28,Phase 1
2210,27,Phase 2
2211,143,Phase 3
2212,127,Phase 3
2213,81,Phase 1
2214,130,Phase 2
2215,46,Phase 3
2216,43,Phase 2
2217,119,Phase 3
2218,149,Phase 2
2219,19,Phase 3
2220,134,Phase 3
2221,99,Phase 2
2222,43,Phase 3
2223,99,Phase 3
2224,135,Phase 2
2225,38,Phase 3
2226,41,Phase 2
2227,66,Phase 1
2228,95,Phase 2
2229,190,Phase 1
2230,44,Phase 1
2231,103,Phase 1
2232,120,Phase 2
2233,126,Phase 1
2234,107,Phase 1
2235,11,Phase 1
2236,160,Phase 3
2237,5,Phase 1
2238,118,Phase 3
2239,22,Phase 3
2240,115,Phase 1
2241,74,Phase 3
2242,120,Phase 2
2243,135,Phase 3
2244,128,Phase 2
2245,90,Phase 1
2246,85,Phase 1
2247,157,Phase 1
2248,121,Phase 1
2249,74,Phase 1
2250,128,Phase 1
2251,10,Phase 2
2252,17,Phase 1
2253,11,Phase 1
2254,143,Phase 3
2255,70,Phase 2
2256,169,Phase 1
2257,154,Phase 3
2258,13,Phase 2
2259,53,Phase 3
2260,162,Phase 1
2261,72,Phase 1
2262,80,Phase 3
2263,111,Phase 2
2264,169,Phase 2
2265,4,Phase 2
2266,185,Phase 2
2267,139,Phase 1
2268,47,Phase 3
2269,70,Phase 3
2270,163,Phase 1
2271,94,Phase 2
2272,65,Phase 2
2273,133,Phase 1
2274,88,Phase 3
2275,176,Phase 1
2276,79,Phase 2
2277,150,Phase 1
2278,138,Phase 2
2279,75,Phase 3
2280,68,Phase 3
2281,105,Phase 1
2282,65,Phase 2
2283,153,Phase 2
2284,103,Phase 1
2285,78,Phase 2
2286,43,Phase 2
2287,28,Phase 1
2288,78,Phase 2
2289,106,Phase 1
2290,120,Phase 2
2291,157,Phase 2
2292,106,Phase 2
2293,26,Phase 2
2294,18,Phase 1
2295,72,Phase 2
2296,45,Phase 2
2297,155,Phase 3
2298,62,Phase 1
2299,173,Phase 1
2300,18,Phase 3
2301,62,Phase 2
2302,141,Phase 2
2303,55,Phase 1
2304,12,Phase 1
2305,58,Phase 3
2306,120,Phase 2
2307,92,Phase 2
2308,20,Phase 1
2309,126,Phase 2
2310,78,Phase 2
2311,186,Phase 2
2312,178,Phase 2
2313,33,Phase 3
2314,66,Phase 2
2315,45,Phase 2
2316,152,Phase 1
2317,152,Phase 1
2318,104,Phase 1
2319,127,Phase 1
2320,151,Phase 2
2321,195,Phase 3
2322,34,Phase 3
2323,115,Phase 1
2324,142,Phase 1
2325,187,Phase 2
2326,117,Phase 3
2327,35,Phase 1
2328,105,Phase 1
2329,178,Phase 1
2330,123,Phase 3
2331,51,Phase 3
2332,14,Phase 3
2333,80,Phase 2
2334,64,Phase 1
2335,74,Phase 2
2336,141,Phase 2
2337,39,Phase 3
2338,51,Phase 1
2339,49,Phase 2
2340,106,Phase 1
2341,172,Phase 1
2342,79,Phase 1
2343,71,Phase 2
2344,114,Phase 1
2345,115,Phase 3
2346,33,Phase 3
2347,17,Phase 3
2348,128,Phase 1
2349,170,Phase 1
2350,88,Phase 3
2351,141,Phase 3
2352,152,Phase 3
2353,18,Phase 3
2354,180,Phase 1
2355,187,Phase 3
2356,86,Phase 2
2357,68,Phase 1
2358,44,Phase 3
2359,40,Phase 3
2360,17,Phase 1
2361,150,Phase 1
2362,1,Phase 2
2363,116,Phase 1
2364,120,Phase 1
2365,135,Phase 1
2366,61,Phase 3
2367,143,Phase 3
2368,186,Phase 3
2369,59,Phase 1
2370,70,Phase 2
2371,105,Phase 1
2372,35,Phase 3
2373,86,Phase 2
2374,100,Phase 1
2375,193,Phase 3
2376,21,Phase 1
2377,89,Phase 2
2378,68,Phase 2
2379,23,Phase 1
2380,34,Phase 1
2381,7,Phase 1
2382,125,Phase 2
2383,156,Phase 1
2384,142,Phase 1
2385,169,Phase 1
2386,134,Phase 3
2387,191,Phase 1
2388,188,Phase 1
2389,92,Phase 3
2390,143,Phase 1
2391,196,Phase 2
2392,188,Phase 3
2393,161,Phase 1
2394,27,Phase 2
2395,97,Phase 2
2396,102,Phase 1
2397,199,Phase 2
2398,81,Phase 2
2399,198,Phase 1
2400,108,Phase 2
2401,108,Phase 3
2402,120,Phase 3
2403,78,Phase 3
2404,153,Phase 3
2405,173,Phase 3
2406,9,Phase 3
2407,131,Phase 3
2408,156,Phase 2
2409,36,Phase 3
2410,38,Phase 3
2411,10,Phase 1
2412,100,Phase 2
2413,126,Phase 2
2414,107,Phase 3
2415,48,Phase 3
2416,75,Phase 3
2417,102,Phase 1
2418,126,Phase 1
2419,106,Phase 2
2420,123,Phase 2
2421,145,Phase 2
2422,132,Phase 1
2423,31,Phase 1
2424,52,Phase 2
2425,162,Phase 3
2426,19,Phase 3
2427,66,Phase 3
2428,122,Phase 2
2429,54,Phase 3
2430,98,Phase 2
2431,172,Phase 2
2432,123,Phase 1
2433,105,Phase 1
2434,171,Phase 3
2435,124,Phase 1
2436,176,Phase 1
2437,40,Phase 2
2438,176,Phase 3
2439,99,Phase 1
2440,87,Phase 3
2441,156,Phase 3
2442,29,Phase 3
2443,52,Phase 2
2444,96,Phase 3
2445,146,Phase 2
2446,182,Phase 3
2447,199,Phase 2
2448,160,Phase 2
2449,122,Phase 3
2450,16,Phase 3
2451,136,Phase 1
2452,184,Phase 1
2453,54,Phase 2
2454,179,Phase 1
2455,56,Phase 1
2456,21,Phase 3
2457,139,Phase 3
2458,91,Phase 3
2459,80,Phase 2
2460,124,Phase 1
2461,118,Phase 2
2462,131,Phase 3
2463,71,Phase 2
2464,54,Phase 1
2465,145,Phase 1
2466,99,Phase 3
2467,121,Phase 2
2468,96,Phase 1
2469,122,Phase 1
2470,38,Phase 1
2471,172,Phase 3
2472,110,Phase 1
2473,76,Phase 2
2474,105,Phase 3
2475,55,Phase 3
2476,122,Phase 1
2477,87,Phase 2
2478,80,Phase 3
2479,52,Phase 1
2480,28,Phase 1
2481,116,Phase 1
2482,128,Phase 1
2483,57,Phase 3
2484,196,Phase 3
2485,39,Phase 1
2486,127,Phase 1
2487,142,Phase 3
2488,161,Phase 1
2489,176,Phase 2
2490,169,Phase 1
2491,135,Phase 2
2492,32,Phase 1
2493,88,Phase 1
2494,106,Phase 3
2495,29,Phase 1
2496,81,Phase 2
2497,139,Phase 3
2498,23,Phase 1
2499,158,Phase 2
2500,30,Phase 2
2501,30,Phase 2
2502,10,Phase 3
2503,115,Phase 3
2504,23,Phase 3
2505,51,Phase 2
2506,47,Phase 3
2507,103,Phase 2
2508,177,Phase 1
2509,62,Phase 1
2510,89,Phase 3
2511,33,Phase 1
2512,89,Phase 1
2513,49,Phase 2
2514,182,Phase 1
2515,109,Phase 1
2516,6,Phase 2
2517,179,Phase 3
2518,39,Phase 2
2519,95,Phase 3
2520,80,Phase 1
2521,62,Phase 3
2522,12,Phase 2
2523,68,Phase 3
2524,58,Phase 3
2525,155,Phase 1
2526,126,Phase 3
2527,29,Phase 1
2528,187,Phase 2
2529,14,Phase 3
2530,154,Phase 3
2531,25,Phase 1
2532,192,Phase 2
2533,15,Phase 2
2534,166,Phase 3
2535,78,Phase 3
2536,194,Phase 1
2537,177,Phase 1
2538,18,Phase 3
2539,78,Phase 2
2540,169,Phase 1
2541,66,Phase 2
2542,23,Phase 2
2543,45,Phase 2
2544,169,Phase 2
2545,131,Phase 1
2546,197,Phase 3
2547,77,Phase 2
2548,128,Phase 2
2549,95,Phase 1
2550,58,Phase 1
2551,120,Phase 2
2552,185,Phase 3
2553,38,Phase 3
2554,120,Phase 3
2555,161,Phase 3
2556,151,Phase 3
2557,103,Phase 1
2558,79,Phase 1
2559,69,Phase 2
2560,42,Phase 2
2561,97,Phase 1
2562,171,Phase 2
2563,200,Phase 2
2564,37,Phase 1
2565,33,Phase 2
2566,166,Phase 2
2567,100,Phase 3
2568,88,Phase 1
2569,106,Phase 1
2570,20,Phase 2
2571,185,Phase 1
2572,113,Phase 1
2573,107,Phase 3
2574,171,Phase 2
2575,131,Phase 2
2576,20,Phase 1
2577,79,Phase 1
2578,114,Phase 3
2579,48,Phase 3
2580,116,Phase 3
2581,100,Phase 3
2582,125,Phase 2
2583,62,Phase 1
2584,11,Phase 3
2585,3,Phase 1
2586,10,Phase 3
2587,22,Phase 3
2588,163,Phase 3
2589,156,Phase 2
2590,189,Phase 2
2591,155,Phase 3
2592,26,Phase 3
2593,131,Phase 1
2594,43,Phase 2
2595,197,Phase 2
2596,157,Phase 1
2597,114,Phase 3
2598,34,Phase 1
2599,78,Phase 2
2600,132,Phase 3
2601,28,Phase 3
2602,160,Phase 3
2603,115,Phase 2
2604,68,Phase 2
2605,99,Phase 1
2606,94,Phase 1
2607,191,Phase 1
2608,123,Phase 1
2609,122,Phase 2
2610,113,Phase 2
2611,135,Phase 2
2612,45,Phase 1
2613,65,Phase 3
2614,124,Phase 1
2615,79,Phase 2
2616,38,Phase 2
2617,117,Phase 3
2618,3,Phase 1
2619,55,Phase 3
2620,65,Phase 2
2621,57,Phase 1
2622,169,Phase 1
2623,99,Phase 2
2624,120,Phase 1
2625,60,Phase 2
2626,34,Phase 2
2627,140,Phase 2
2628,142,Phase 1
2629,43,Phase 3
2630,45,Phase 3
2631,112,Phase 1
2632,125,Phase 3
